"","Category","dbID","siteID","SiteName","SubTitle","Lat","Lon","Desc","Sview","Sviewlat","Sviewlong","Heading","Zoom","Pitch","top","mapzoom","sponsor","Categ","ImageN","Image1","Image2","Image3","Image4"
"169","Earth History","157","E28","Riverside Drive","Faults","45.349853",-75.692273,"The Ottawa <a href=""/def/graben"">Graben</a> is a huge piece of downdropped<a href=""/def/_crust ""> Crust </a>forming what geologists call a failed rift. The Earth's<a href=""/def/_crust ""> Crust </a>broke when <a href=""/def/rodinia"">Rodinia</a> drifted apart some 650 million years ago, freeing North America from Europe and South America. Some 180 million years ago this part of Canada was stretched once again when the Atlantic Ocean opened during the break up of <a href=""/def/pangea"">Pangea</a>. This created several prominent faults in the Ottawa.","y",NA,NA,67.67,0,-3.93,"n",15,"",1,NA,"sitePictures/e28a.png","sitePictures/e28b.png","sitePictures/e28c.png","sitePictures/e28d.png"
"170","Earth History","158","E29","The Mystery of the Great Shelf Seas at Ottawa","","45.511",-75.463,"Much of southern Ontario is '<a href=""/def/limestone"">Limestone</a> country' with splendid <a href=""/def/outcrops"">Outcrops</a> of richly fossiliferous rocks (<a href=""/C44"">C44</a>, <a href=""/C45"">C45</a>, <a href=""/C46"">C46</a>, <a href=""/W22"">W22</a>), extensive <a href=""/def/limestone"">Limestone</a> plains (<a href=""/C51"">C51</a>) and steep <a href=""/def/escarpments"">Escarpments</a> (<a href=""/S28"">S28</a>). <a href=""/def/_karst ""> Karst </a>landforms and caves are abundant (<a href=""/W3"">W3</a>, <a href=""/W4"">W4</a>, <a href=""/W5"">W5</a>, <a href=""/W6"">W6</a>, <a href=""/W28"">W28</a>).  But step back and take a broader view and try to imagine warm shallow seas that swept across the interior of North America for 200 million years from the Cambrian until the <a href=""/def/devonian"">Devonian</a>. These were truly enormous extending across the entire Canadian <a href=""/def/shield"">Shield</a> from Newfoundland in the east, Greenland in the northeast to what is now Alberta. The seas were unlike any seen since on planet Earth.","n",NA,NA,NA,NA,NA,"n",16,"",1,NA,"sitePictures/e29a.png","sitePictures/e29b.png","sitePictures/e29c.png","sitePictures/e29d.png"
"171","Earth History","159","E30","Lemieux Quickclay","Land that Remembers the Sea","45.39533333",-75.05883333,"A <a href=""/def/quickclay"">Quickclay</a> is a type of glacial<a href=""/def/_sediment ""> Sediment </a>that accumulated in the Champlain Sea some 11,000 years ago and poses major challenges to engineers today. This region contains several ghost towns abandoned because of the threat of landslides in soft clays known as the ""Leda clays"". These clays are non-cohesive and flow like a river, causing mass devastation once they begin to move.","n",NA,NA,NA,NA,NA,"n",15,"",1,NA,"sitePictures/e30a.png","sitePictures/e30b.png","sitePictures/e30c.png","sitePictures/e30d.png"
"172","Rocks and Minerals","160","E31","Eozoon Canadense","The Fossil that Wasn't","0",0,"In 1858, Sir John Dawson identified what he considered to be the oldest fossil then known (which he named Eozoon Canadense; 'the dawn animal of Canada') in rocks found at Côte St. Pierre near Grenville (Site <a href=""/E32"">E32</a>) and now known to be about 1 billion years old. This created intense international interest (such as from Charles Darwin) and firmly placed Canadian geology on the world map. Alas, the 'fossil' turned out to be a mineral.","n",NA,NA,NA,NA,NA,"n",16,"",5,NA,"sitePictures/e31a.png","sitePictures/e31b.png","sitePictures/e31c.png","sitePictures/e31d.png"
"173","Historic","161","E32","Grenville, Quebec","Birthplace of Plate Tectonics","45.622303",-74.59485,"Many big ideas have humble beginnings. The first geologist to tackle the complexity of <a href=""/def/precambrian"">Precambrian</a> <a href=""/def/shield"">Shield</a> rocks was William Logan, the first Director of the Geological Survey of Canada. The Survey was set up in 1844 in Montreal to provide a systematic overview of Canada's<a href=""/def/_mineral ""> Mineral </a>deposits. Using limited resources (his eyes), Logan began looking at the <a href=""/def/shield"">Shield</a> rocks exposed halfway between Montreal and Ottawa, on the north shore of the Ottawa Valley, where the high ground of the <a href=""/def/shield"">Shield</a> (named the Laurentides) overlooks the <a href=""/def/limestone"">Limestone</a> plains to the south. At the time, it was believed that the <a href=""/def/shield"">Shield</a> was composed of ""fundamental <a href=""/def/gneisses"">Gneisses</a>"" formed when the Earth's original molten<a href=""/def/_crust ""> Crust </a>had cooled. Logan, though, recognized that the <a href=""/def/gneiss"">Gneiss</a> showed evidence of having formerly been <a href=""/def/sedimentary_rocks"">Sedimentary rocks</a> that had been changed by <a href=""/def/metamorphism"">Metamorphism</a>. This key observation violated the long-held belief that the <a href=""/def/shield"">Shield</a> was simply cooled crust. Logan also established that there were large bodies of igneous intrusive rock in the <a href=""/def/shield"">Shield</a>. By 1863, the term ""Grenville Series"" was in use to refer to the varied metamorphic and <a href=""/def/igneous_rocks"">Igneous rocks</a> of the <a href=""/def/shield"">Shield</a>, named after <a href=""/def/outcrops"">Outcrops</a> along the Rouge River and the small community of Grenville in Argenteuil County, Quebec.","n",NA,NA,NA,NA,NA,"n",16,"",3,NA,"sitePictures/e32a.png","sitePictures/e32b.png","sitePictures/e32c.png","sitePictures/e32d.png"
"174","Rocks and Minerals","162","E33","Oka","Carbonatite and Cheese","45.50016667",-74.035,"Take the ferry across the Ottawa River at Oka, enjoy some local cheese made at La Trappe Cistercian Abbey (Oka Abbey) since 1893 and see some really weird volcanic rocks. Oka is world famous in geology circles because under its green and pleasant fields is a '<a href=""/def/carbonatite"">Carbonatite</a> complex'. This is a 120 million year old <a href=""/def/igneous_intrusion"">Igneous Intrusion</a> where the rocks are dominated by calcium carbonate, a situation that is extremely rare on Earth.","y",NA,NA,49.3,0,-13.92,"n",16,"",5,NA,"sitePictures/e33a.png","sitePictures/e33b.png","sitePictures/e33c.png","sitePictures/e33d.png"
"175","Rocks and Minerals","163","E34","Ste. Dorothee Sills","","45.53166667",-73.81233333,"About 500 metres east of the church in this quiet community mid-way between Oka and Mont Royal, Route 148 passes through sporadic <a href=""/def/outcrops"">Outcrops</a> of another type of <a href=""/def/igneous_intrusion"">Igneous Intrusion</a> related to the Monteregian Hills. Here you'll find horizontal bodies called ""sills"" (think window sill) intruded into younger <a href=""/def/paleozoic"">Paleozoic</a> <a href=""/def/limestones"">Limestones</a>.","n",NA,NA,NA,NA,NA,"n",16,"",5,NA,"sitePictures/e34a.png","sitePictures/e34b.png","sitePictures/e34c.png","sitePictures/e34d.png"
"176","Historic","164","E35","Lachine Canal","How the West was Built","45.49616667",-73.55233333,"The Lachine rapids were a major obstacle to explorers and voyageurs pushing westward up the St. Lawrence River to the Great Lakes. As early as 1689, a canal had been suggested to avoid these dangerous waters. Completed in 1825, the Lachine Canal became the entry point to the interior of North America rivalled only by the Erie Canal which freed the movement of immigrants to the west in the USA.","y",NA,NA,50.89,1,-2.6,"n",16,"",3,NA,"sitePictures/e35a.png","sitePictures/e35b.png","sitePictures/e35c.png","sitePictures/e35d.png"
"177","Earth History","165","E36","Mount Royal Park","","45.51033333",-73.5955,"The hill of Mont Royal provides a superb view over the city of Montreal. The bumps on the horizon are ancient volcanoes formed about 120 million years ago, now called the Monteregian Hills. Mount Royal is a fine example of a volcanic 'stock' about 2 kilometres wide. Its rocks were intruded into soft <a href=""/def/sedimentary_rocks"">Sedimentary rocks</a> and have since been eroded away to leave a prominent hill overlooking downtown Montreal. ","n",NA,NA,NA,NA,NA,"n",14,"",1,NA,"sitePictures/e36a.png","sitePictures/e36b.png","sitePictures/e36c.png","sitePictures/e36d.png"
"178","Earth History","166","E37","Volcanic Explosion at Expo 67","Ile Ste. Helene","45.52",-73.53516667,"Look at that <a href=""/def/diamond"">Diamond</a> on your finger. It has a long geologic history before it was cut. It was brought to the Earth's surface in a <a href=""/def/kimberlite"">Kimberlite</a> pipe intruded as a carrot-shaped body of <a href=""/def/igneous_rock"">Igneous rock</a> from the<a href=""/def/_mantle ""> Mantle </a>below. Pipes are examples of what is called a diatreme where high-<a href=""/def/pressure"">Pressure</a> volcanic gases and broken (<a href=""/def/breccia"">Breccia</a>ted) rock are violently expelled to the Earth's surface. The island site of Expo '67 in the St. Lawrence River provides a rare <a href=""/def/outcrop"">Outcrop</a> through an ancient 120 million year old pipe.","n",NA,NA,NA,NA,NA,"n",15,"",1,NA,"sitePictures/e37a.png","sitePictures/e37b.png","sitePictures/e37c.png","sitePictures/e37d.png"
"179","Earth History","167","E38","Sugar Loaf Mountain","Mont-Sainte Hilaire","45.55033333",-73.1725,"This large hill 35 kilometres east of Montreal is the jewel of the Monteregian Hills. It is a circular-shaped volcanic <a href=""/def/intrusion"">Intrusion</a> called a pluton. Younger rocks have been stripped off by <a href=""/def/erosion"">Erosion</a> and the harder rocks of the<a href=""/def/pluton"">Pluton</a>now stand about 350 metres above the surrounding flat farmland. The hike to its summit affords tremendous views eastward into the Appalachian Mountains and west to Montreal where you can see the other prominent Monteregian Hill, Mont Royal (Site <a href=""/E36"">E36</a>).","n",NA,NA,NA,NA,NA,"n",12,"",1,NA,"sitePictures/e38a.png","sitePictures/e38b.png","sitePictures/e38c.png","sitePictures/e38d.png"
"180","Earth History","168","E39","When Whales Swam in Ontario","The Champlain Sea.","45.460131",-72.862921,"At the end of the last <a href=""/def/ice_age"">Ice age</a>, waters of the North Atlantic briefly invaded eastern Ontario and the St. Lawrence Lowlands at a time when the Earth's<a href=""/def/_crust ""> Crust </a>in this area was depressed by the weight of the thinning <a href=""/def/ice_sheet"">Ice sheet</a>. Although short lived, the Champlain Sea left rich soils but unfortunately these same sediments major problems for engineers.","n",NA,NA,NA,NA,NA,"n",12,"",1,NA,"sitePictures/e39a.png","sitePictures/e39b.png","sitePictures/e39c.png","sitePictures/e39d.png"
"181","Earth History","169","E40","500 million year old Sand Dunes","","44.40738333",-76.32066667,"Ontario has many examples of modern coastal<a href=""/def/_sand ""> Sand </a>dunes (Sites <a href=""/C30"">C30</a>, <a href=""/W1"">W1</a>, <a href=""/W9"">W9</a>) but also has ancient dunes preserved in the 500 million year old Nepean <a href=""/def/sandstone"">Sandstone</a> just north of Kingston. These rocks are the oldest of the <a href=""/def/paleozoic"">Paleozoic</a> <a href=""/def/sedimentary_rocks"">Sedimentary rocks</a> that cover the Canadian <a href=""/def/shield"">Shield</a> on top of the 'Great <a href=""/def/unconformity"">Unconformity</a>' seen nearby (e.g., Sites <a href=""/C57"">C57</a>, <a href=""/E13"">E13</a>, <a href=""/E14"">E14</a>).  The Nepean is distinctive because it shows 'large-scale cross bedding'.  Inclined, gently dipping beds of usually-red (iron) stained <a href=""/def/sandstone"">Sandstone</a> record the wind-driven migration of large<a href=""/def/_sand ""> Sand </a>dunes in an ancient desert. See also Site <a href=""/E45"">E45</a>. Note the prominent<a href=""/def/_bed ""> Bed </a>of rounded pebbles ('<a href=""/def/conglomerate"">Conglomerate</a>') of <a href=""/def/quartzite"">Quartzite</a> that occur toward the base of the sands. This may indicate that dunes migrated across and buried an old river channel.","y",NA,NA,261.53,0,-5.35,"n",16,"",1,NA,"sitePictures/e40a.png","sitePictures/e40b.png","sitePictures/e40c.png","sitePictures/e40d.png"
"182","Rocks and Minerals","170","E41","Gull River Limestones and Barriefield","Rocks that built the 'Limestone City'","44.238666",-76.461852,"This prominent road cut on Highway 2 near the mouth of the Rideau Canal and Fort Henry exposes <a href=""/def/ordovician"">Ordovician</a>-aged <a href=""/def/limestones"">Limestones</a> about 450 million years old that have been widely used for building in the Kingston area, the so-called '<a href=""/def/limestone"">Limestone</a> City.' This <a href=""/def/outcrop"">Outcrop</a> also exposes billion-year old <a href=""/def/quartzites"">Quartzites</a> (ancient <a href=""/def/sandstones"">Sandstones</a>) of the Canadian <a href=""/def/shield"">Shield</a> below. Note the <a href=""/def/limestone"">Limestone</a> is not flat but shows a broad convexity (called an <a href=""/def/anticline"">Anticline</a>; like an inverted 'U') similar to those seen in the same <a href=""/def/limestones"">Limestones</a> on Manitoulin Island (Site <a href=""/N37"">N37</a>). These likely formed as a 'drape fold' where <a href=""/def/limestones"">Limestones</a> were deposited across the 'up-and-down' surface of the <a href=""/def/shield"">Shield</a>. The contact between the <a href=""/def/quartzite"">Quartzite</a> and <a href=""/def/limestone"">Limestone</a> represents a major gap in recorded time (of about 500 million years) and is a fine example of an '<a href=""/def/unconformity"">Unconformity</a>' (See Sites <a href=""/C57"">C57</a>, <a href=""/E13"">E13</a>, <a href=""/E14"">E14</a>, <a href=""/E43"">E43</a>).

Fort Henry in Kingston) was built by the British Army at the mouth of the Cataraqui River between 1832-7, a reminder that relations between Upper Canada and the USA were still strained almost 20 years after the War of 1812-14. This impressive fort guards the entrance to the Rideau Canal (site <a href=""/E25"">E25</a>) which allowed overland passage to Ottawa and thus down the Ottawa River to Montreal thereby avoiding the contested frontier along the St. Lawrence River. The fort never saw military action and the Army withdrew in 1870; it was used as an internment camp in the Rebellion of 1837-8 (see <a href=""/E19"">E19</a>) and in both world wars. ","y",NA,NA,149.75,0,-6.22,"n",16,"",5,NA,"sitePictures/e41a.png","sitePictures/e41b.png","sitePictures/e41c.png","sitePictures/e41d.png"
